operation,matrix_size,variable_type,num_operations,optimal_thread,optimal_execution_time
elemwise_multiplication,450,0,202500,4,0.000333
addition,450,1,202500,4,0.000333
duplication,450,1,202500,4,0.000333
multiplication,450,1,182250000,8,0.100667
elemwise_multiplication,450,1,202500,4,0.000333
addition,451,0,203401,4,0.000333
duplication,451,0,203401,2,0.000333
multiplication,451,0,183467702,8,0.109000
elemwise_multiplication,451,0,203401,4,0.000333
addition,451,1,203401,8,0.000333
duplication,451,1,203401,4,0.000333
multiplication,451,1,183467702,8,0.112667
elemwise_multiplication,451,1,203401,2,0.000333
addition,452,0,204304,4,0.000333
duplication,452,0,204304,4,0.000333
multiplication,452,0,184690816,8,0.117000
elemwise_multiplication,452,0,204304,4,0.000333
addition,452,1,204304,2,0.000333
duplication,452,1,204304,2,0.000333
multiplication,452,1,184690816,8,0.123000
elemwise_multiplication,452,1,204304,4,0.000333
addition,453,0,205209,4,0.000333
duplication,453,0,205209,4,0.000333
multiplication,453,0,185919354,8,0.110667
elemwise_multiplication,453,0,205209,4,0.000333
addition,453,1,205209,4,0.000333
duplication,453,1,205209,4,0.000333
multiplication,453,1,185919354,8,0.113667
elemwise_multiplication,453,1,205209,4,0.000333
addition,454,0,206116,8,0.000333
duplication,454,0,206116,2,0.000333
multiplication,454,0,187153328,8,0.100667
elemwise_multiplication,454,0,206116,2,0.000333
addition,454,1,206116,4,0.000333
duplication,454,1,206116,8,0.000333
multiplication,454,1,187153328,8,0.104333
elemwise_multiplication,454,1,206116,4,0.000333
addition,455,0,207025,16,0.000333
duplication,455,0,207025,2,0.000333
multiplication,455,0,188392750,8,0.129333
elemwise_multiplication,455,0,207025,4,0.000000
addition,455,1,207025,4,0.000333
duplication,455,1,207025,2,0.000333
multiplication,455,1,188392750,8,0.134333
elemwise_multiplication,455,1,207025,4,0.000333
addition,456,0,207936,16,0.000333
duplication,456,0,207936,4,0.000333
multiplication,456,0,189637632,8,0.109667
elemwise_multiplication,456,0,207936,2,0.000333
addition,456,1,207936,16,0.000333
duplication,456,1,207936,2,0.000333
multiplication,456,1,189637632,8,0.113333
elemwise_multiplication,456,1,207936,4,0.000333
addition,457,0,208849,8,0.000333
duplication,457,0,208849,4,0.000000
multiplication,457,0,190887986,8,0.109333
elemwise_multiplication,457,0,208849,2,0.000333
addition,457,1,208849,4,0.000333
duplication,457,1,208849,4,0.000333
multiplication,457,1,190887986,8,0.115000
elemwise_multiplication,457,1,208849,16,0.000333
addition,458,0,209764,8,0.000667
duplication,458,0,209764,4,0.000333
multiplication,458,0,192143824,8,0.115333
elemwise_multiplication,458,0,209764,4,0.000333
addition,458,1,209764,4,0.000333
duplication,458,1,209764,16,0.000333
multiplication,458,1,192143824,8,0.119000
elemwise_multiplication,458,1,209764,2,0.000333
addition,459,0,210681,8,0.000333
duplication,459,0,210681,4,0.000333
multiplication,459,0,193405158,8,0.114000
elemwise_multiplication,459,0,210681,4,0.000333
addition,459,1,210681,4,0.000333
duplication,459,1,210681,2,0.000333
multiplication,459,1,193405158,8,0.118667
elemwise_multiplication,459,1,210681,4,0.000333
addition,460,0,211600,16,0.000333
duplication,460,0,211600,4,0.000333
multiplication,460,0,194672000,8,0.116333
elemwise_multiplication,460,0,211600,4,0.000333
addition,460,1,211600,4,0.000333
duplication,460,1,211600,4,0.000333
multiplication,460,1,194672000,8,0.121333
elemwise_multiplication,460,1,211600,4,0.000333
addition,461,0,212521,4,0.000333
duplication,461,0,212521,4,0.000333
multiplication,461,0,195944362,16,0.130333
elemwise_multiplication,461,0,212521,2,0.000333
addition,461,1,212521,4,0.000667
duplication,461,1,212521,4,0.000333
multiplication,461,1,195944362,16,0.133000
elemwise_multiplication,461,1,212521,4,0.000333
addition,462,0,213444,4,0.000333
duplication,462,0,213444,4,0.000333
multiplication,462,0,197222256,8,0.113667
elemwise_multiplication,462,0,213444,4,0.000333
addition,462,1,213444,8,0.000333
duplication,462,1,213444,4,0.000333
multiplication,462,1,197222256,8,0.119333
elemwise_multiplication,462,1,213444,2,0.000333
addition,463,0,214369,4,0.000333
duplication,463,0,214369,4,0.000333
multiplication,463,0,198505694,16,0.125000
elemwise_multiplication,463,0,214369,4,0.000333
addition,463,1,214369,4,0.000333
duplication,463,1,214369,2,0.000333
multiplication,463,1,198505694,8,0.129667
elemwise_multiplication,463,1,214369,4,0.000333
addition,464,0,215296,8,0.000333
duplication,464,0,215296,4,0.000333
multiplication,464,0,199794688,8,0.114333
elemwise_multiplication,464,0,215296,4,0.000000
addition,464,1,215296,4,0.000333
duplication,464,1,215296,8,0.000333
multiplication,464,1,199794688,8,0.118000
elemwise_multiplication,464,1,215296,2,0.000333
addition,465,0,216225,8,0.000333
duplication,465,0,216225,4,0.000333
multiplication,465,0,201089250,8,0.118667
elemwise_multiplication,465,0,216225,8,0.000333
addition,465,1,216225,8,0.000333
duplication,465,1,216225,2,0.000333
multiplication,465,1,201089250,8,0.123667
elemwise_multiplication,465,1,216225,2,0.000333
addition,466,0,217156,8,0.000333
duplication,466,0,217156,2,0.000333
multiplication,466,0,202389392,8,0.127333
elemwise_multiplication,466,0,217156,4,0.000333
addition,466,1,217156,4,0.000333
duplication,466,1,217156,4,0.000333
multiplication,466,1,202389392,16,0.133667
elemwise_multiplication,466,1,217156,4,0.000333
addition,467,0,218089,8,0.000333
duplication,467,0,218089,2,0.000333
multiplication,467,0,203695126,8,0.203000
elemwise_multiplication,467,0,218089,8,0.000667
addition,467,1,218089,8,0.000667
duplication,467,1,218089,4,0.000667
multiplication,467,1,203695126,16,0.214000
elemwise_multiplication,467,1,218089,4,0.000667
addition,468,0,219024,4,0.001000
duplication,468,0,219024,4,0.000667
multiplication,468,0,205006464,8,0.151000
elemwise_multiplication,468,0,219024,2,0.000333
addition,468,1,219024,4,0.000333
duplication,468,1,219024,8,0.000333
multiplication,468,1,205006464,8,0.153333
elemwise_multiplication,468,1,219024,4,0.000333
addition,469,0,219961,4,0.000333
duplication,469,0,219961,4,0.000333
multiplication,469,0,206323418,8,0.128667
elemwise_multiplication,469,0,219961,4,0.000000
addition,469,1,219961,4,0.000333
duplication,469,1,219961,4,0.000333
multiplication,469,1,206323418,16,0.137333
elemwise_multiplication,469,1,219961,4,0.000333
addition,470,0,220900,8,0.000333
duplication,470,0,220900,2,0.000333
multiplication,470,0,207646000,8,0.131667
elemwise_multiplication,470,0,220900,8,0.000333
addition,470,1,220900,4,0.000333
duplication,470,1,220900,4,0.000333
multiplication,470,1,207646000,8,0.115000
elemwise_multiplication,470,1,220900,2,0.000333
addition,471,0,221841,8,0.000333
duplication,471,0,221841,4,0.000333
multiplication,471,0,208974222,8,0.113000
elemwise_multiplication,471,0,221841,4,0.000333
addition,471,1,221841,4,0.000333
duplication,471,1,221841,4,0.000333
multiplication,471,1,208974222,8,0.115667
elemwise_multiplication,471,1,221841,2,0.000333
addition,472,0,222784,8,0.000333
duplication,472,0,222784,2,0.000333
multiplication,472,0,210308096,8,0.114000
elemwise_multiplication,472,0,222784,2,0.000333
addition,472,1,222784,8,0.000333
duplication,472,1,222784,2,0.000333
multiplication,472,1,210308096,8,0.118000
elemwise_multiplication,472,1,222784,4,0.000333
addition,473,0,223729,4,0.000333
duplication,473,0,223729,2,0.000333
multiplication,473,0,211647634,8,0.126667
elemwise_multiplication,473,0,223729,2,0.000333
addition,473,1,223729,4,0.000333
duplication,473,1,223729,4,0.000333
multiplication,473,1,211647634,8,0.131333
elemwise_multiplication,473,1,223729,2,0.000333
addition,474,0,224676,8,0.000333
duplication,474,0,224676,4,0.000333
multiplication,474,0,212992848,8,0.116667
elemwise_multiplication,474,0,224676,4,0.000333
addition,474,1,224676,4,0.000333
duplication,474,1,224676,4,0.000333
multiplication,474,1,212992848,8,0.119333
elemwise_multiplication,474,1,224676,4,0.000333
addition,475,0,225625,8,0.000333
duplication,475,0,225625,4,0.000333
multiplication,475,0,214343750,16,0.124000
elemwise_multiplication,475,0,225625,4,0.000333
addition,475,1,225625,16,0.000333
duplication,475,1,225625,4,0.000333
multiplication,475,1,214343750,8,0.129000
elemwise_multiplication,475,1,225625,8,0.000333
addition,476,0,226576,4,0.000333
duplication,476,0,226576,4,0.000333
multiplication,476,0,215700352,8,0.117667
elemwise_multiplication,476,0,226576,2,0.000333
addition,476,1,226576,8,0.000333
duplication,476,1,226576,4,0.000333
multiplication,476,1,215700352,8,0.120667
elemwise_multiplication,476,1,226576,4,0.000333
addition,477,0,227529,8,0.000333
duplication,477,0,227529,4,0.000333
multiplication,477,0,217062666,8,0.119333
elemwise_multiplication,477,0,227529,4,0.000333
addition,477,1,227529,8,0.000333
duplication,477,1,227529,2,0.000333
multiplication,477,1,217062666,8,0.120333
elemwise_multiplication,477,1,227529,8,0.000333
addition,478,0,228484,8,0.000333
duplication,478,0,228484,2,0.000333
multiplication,478,0,218430704,16,0.120667
elemwise_multiplication,478,0,228484,4,0.000333
addition,478,1,228484,4,0.000333
duplication,478,1,228484,4,0.000333
multiplication,478,1,218430704,8,0.121000
elemwise_multiplication,478,1,228484,2,0.000333
addition,479,0,229441,8,0.000333
duplication,479,0,229441,2,0.000333
multiplication,479,0,219804478,8,0.133000
elemwise_multiplication,479,0,229441,2,0.000333
addition,479,1,229441,8,0.000333
duplication,479,1,229441,2,0.000333
multiplication,479,1,219804478,8,0.139667
elemwise_multiplication,479,1,229441,4,0.000333
addition,480,0,230400,4,0.000333
duplication,480,0,230400,4,0.000333
multiplication,480,0,221184000,8,0.130333
elemwise_multiplication,480,0,230400,2,0.000333
addition,480,1,230400,4,0.000333
duplication,480,1,230400,4,0.000333
multiplication,480,1,221184000,8,0.134333
elemwise_multiplication,480,1,230400,4,0.000333
addition,481,0,231361,4,0.000333
duplication,481,0,231361,4,0.000333
multiplication,481,0,222569282,8,0.131333
elemwise_multiplication,481,0,231361,2,0.000333
addition,481,1,231361,4,0.000333
duplication,481,1,231361,4,0.000333
multiplication,481,1,222569282,8,0.125000
elemwise_multiplication,481,1,231361,4,0.000333
addition,482,0,232324,4,0.000333
duplication,482,0,232324,4,0.000333
multiplication,482,0,223960336,8,0.174667
elemwise_multiplication,482,0,232324,8,0.000333
addition,482,1,232324,4,0.000333
duplication,482,1,232324,4,0.000333
multiplication,482,1,223960336,8,0.181000
elemwise_multiplication,482,1,232324,2,0.000333
addition,483,0,233289,4,0.000333
duplication,483,0,233289,4,0.000333
multiplication,483,0,225357174,8,0.122333
elemwise_multiplication,483,0,233289,4,0.000333
addition,483,1,233289,8,0.000333
duplication,483,1,233289,8,0.000333
multiplication,483,1,225357174,8,0.126667
elemwise_multiplication,483,1,233289,2,0.000333
addition,484,0,234256,8,0.000333
duplication,484,0,234256,4,0.000333
multiplication,484,0,226759808,8,0.124000
elemwise_multiplication,484,0,234256,4,0.000333
addition,484,1,234256,4,0.000333
duplication,484,1,234256,16,0.000333
multiplication,484,1,226759808,8,0.126667
elemwise_multiplication,484,1,234256,4,0.000333
addition,485,0,235225,4,0.000333
duplication,485,0,235225,4,0.000333
multiplication,485,0,228168250,8,0.125667
elemwise_multiplication,485,0,235225,4,0.000333
addition,485,1,235225,4,0.000333
duplication,485,1,235225,2,0.000333
multiplication,485,1,228168250,8,0.148667
elemwise_multiplication,485,1,235225,2,0.000333
addition,486,0,236196,4,0.000333
duplication,486,0,236196,4,0.000333
multiplication,486,0,229582512,8,0.128333
elemwise_multiplication,486,0,236196,4,0.000333
addition,486,1,236196,4,0.000333
duplication,486,1,236196,8,0.000333
multiplication,486,1,229582512,8,0.169667
elemwise_multiplication,486,1,236196,4,0.000333
addition,487,0,237169,4,0.000333
duplication,487,0,237169,4,0.000333
multiplication,487,0,231002606,8,0.125667
elemwise_multiplication,487,0,237169,4,0.000333
addition,487,1,237169,4,0.000333
duplication,487,1,237169,4,0.000333
multiplication,487,1,231002606,8,0.130000
elemwise_multiplication,487,1,237169,4,0.000333
addition,488,0,238144,8,0.000333
duplication,488,0,238144,4,0.000333
multiplication,488,0,232428544,16,0.128000
elemwise_multiplication,488,0,238144,2,0.000333
addition,488,1,238144,4,0.000333
duplication,488,1,238144,2,0.000333
multiplication,488,1,232428544,8,0.134000
elemwise_multiplication,488,1,238144,4,0.000333
addition,489,0,239121,4,0.000333
duplication,489,0,239121,2,0.000333
multiplication,489,0,233860338,8,0.140667
elemwise_multiplication,489,0,239121,4,0.000333
addition,489,1,239121,4,0.000333
duplication,489,1,239121,2,0.000333
multiplication,489,1,233860338,8,0.141667
elemwise_multiplication,489,1,239121,2,0.000333
addition,490,0,240100,4,0.000333
duplication,490,0,240100,4,0.000333
multiplication,490,0,235298000,8,0.128667
elemwise_multiplication,490,0,240100,8,0.000333
addition,490,1,240100,4,0.000333
duplication,490,1,240100,2,0.000333
multiplication,490,1,235298000,8,0.131667
elemwise_multiplication,490,1,240100,4,0.000333
addition,491,0,241081,4,0.000333
duplication,491,0,241081,2,0.000333
multiplication,491,0,236741542,8,0.128333
elemwise_multiplication,491,0,241081,8,0.000333
addition,491,1,241081,8,0.000333
duplication,491,1,241081,4,0.000333
multiplication,491,1,236741542,16,0.155667
elemwise_multiplication,491,1,241081,2,0.000333
addition,492,0,242064,4,0.000333
duplication,492,0,242064,4,0.000333
multiplication,492,0,238190976,8,0.146333
elemwise_multiplication,492,0,242064,8,0.000333
addition,492,1,242064,4,0.000333
duplication,492,1,242064,4,0.000333
multiplication,492,1,238190976,16,0.157333
elemwise_multiplication,492,1,242064,4,0.000333
addition,493,0,243049,4,0.000333
duplication,493,0,243049,4,0.000333
multiplication,493,0,239646314,8,0.142333
elemwise_multiplication,493,0,243049,8,0.000333
addition,493,1,243049,4,0.000333
duplication,493,1,243049,4,0.000333
multiplication,493,1,239646314,8,0.149333
elemwise_multiplication,493,1,243049,2,0.000333
addition,494,0,244036,8,0.000333
duplication,494,0,244036,4,0.000333
multiplication,494,0,241107568,16,0.162333
elemwise_multiplication,494,0,244036,2,0.000333
addition,494,1,244036,4,0.000333
duplication,494,1,244036,4,0.000333
multiplication,494,1,241107568,16,0.171667
elemwise_multiplication,494,1,244036,2,0.000333
addition,495,0,245025,4,0.000333
duplication,495,0,245025,8,0.000333
multiplication,495,0,242574750,8,0.146333
elemwise_multiplication,495,0,245025,4,0.000333
addition,495,1,245025,4,0.000333
duplication,495,1,245025,4,0.000333
multiplication,495,1,242574750,8,0.151000
elemwise_multiplication,495,1,245025,8,0.000333
addition,496,0,246016,8,0.000333
duplication,496,0,246016,4,0.000333
multiplication,496,0,244047872,8,0.141667
elemwise_multiplication,496,0,246016,4,0.000333
addition,496,1,246016,4,0.000333
duplication,496,1,246016,8,0.000333
multiplication,496,1,244047872,8,0.136333
elemwise_multiplication,496,1,246016,2,0.000333
addition,497,0,247009,8,0.000333
duplication,497,0,247009,2,0.000333
multiplication,497,0,245526946,16,0.137333
elemwise_multiplication,497,0,247009,8,0.000333
addition,497,1,247009,4,0.000333
duplication,497,1,247009,2,0.000333
multiplication,497,1,245526946,8,0.140333
elemwise_multiplication,497,1,247009,4,0.000333
addition,498,0,248004,8,0.000333
duplication,498,0,248004,8,0.000333
multiplication,498,0,247011984,8,0.150333
elemwise_multiplication,498,0,248004,2,0.000333
addition,498,1,248004,4,0.000333
duplication,498,1,248004,2,0.000333
multiplication,498,1,247011984,8,0.158000
elemwise_multiplication,498,1,248004,8,0.000333
addition,499,0,249001,4,0.000333
duplication,499,0,249001,4,0.000333
multiplication,499,0,248502998,8,0.143667
elemwise_multiplication,499,0,249001,16,0.000333
addition,499,1,249001,2,0.000667
duplication,499,1,249001,4,0.000333
multiplication,499,1,248502998,8,0.143667
elemwise_multiplication,499,1,249001,4,0.000333
addition,500,0,250000,8,0.000333
duplication,500,0,250000,8,0.000667
multiplication,500,0,250000000,8,0.138000
elemwise_multiplication,500,0,250000,8,0.000333
addition,500,1,250000,4,0.000333
duplication,500,1,250000,2,0.000333
multiplication,500,1,250000000,8,0.140667
elemwise_multiplication,500,1,250000,2,0.000333
addition,501,0,251001,4,0.000333
duplication,501,0,251001,4,0.000333
multiplication,501,0,251503002,8,0.152667
elemwise_multiplication,501,0,251001,4,0.000333
addition,501,1,251001,4,0.000333
duplication,501,1,251001,4,0.000333
multiplication,501,1,251503002,16,0.155667
elemwise_multiplication,501,1,251001,2,0.000333
addition,502,0,252004,8,0.000333
duplication,502,0,252004,4,0.000333
multiplication,502,0,253012016,8,0.154667
elemwise_multiplication,502,0,252004,4,0.000333
addition,502,1,252004,4,0.000333
duplication,502,1,252004,2,0.000333
multiplication,502,1,253012016,8,0.156667
elemwise_multiplication,502,1,252004,4,0.000333
addition,503,0,253009,8,0.000333
duplication,503,0,253009,8,0.000333
multiplication,503,0,254527054,8,0.176333
elemwise_multiplication,503,0,253009,4,0.000333
addition,503,1,253009,4,0.000333
duplication,503,1,253009,8,0.000333
multiplication,503,1,254527054,8,0.185667
elemwise_multiplication,503,1,253009,4,0.000333
addition,504,0,254016,4,0.000333
duplication,504,0,254016,2,0.000333
multiplication,504,0,256048128,8,0.159667
elemwise_multiplication,504,0,254016,2,0.000333
addition,504,1,254016,8,0.000333
duplication,504,1,254016,4,0.000333
multiplication,504,1,256048128,8,0.166333
elemwise_multiplication,504,1,254016,4,0.000333
addition,505,0,255025,8,0.000333
duplication,505,0,255025,4,0.000333
multiplication,505,0,257575250,16,0.165000
elemwise_multiplication,505,0,255025,4,0.000333
addition,505,1,255025,8,0.000333
duplication,505,1,255025,4,0.000333
multiplication,505,1,257575250,16,0.171667
elemwise_multiplication,505,1,255025,4,0.000333
addition,506,0,256036,4,0.000333
duplication,506,0,256036,4,0.000333
multiplication,506,0,259108432,8,0.159000
elemwise_multiplication,506,0,256036,2,0.000333
addition,506,1,256036,16,0.000333
duplication,506,1,256036,16,0.000333
multiplication,506,1,259108432,8,0.162333
elemwise_multiplication,506,1,256036,2,0.000333
addition,507,0,257049,4,0.000333
duplication,507,0,257049,8,0.000333
multiplication,507,0,260647686,8,0.160667
elemwise_multiplication,507,0,257049,4,0.000333
addition,507,1,257049,8,0.000333
duplication,507,1,257049,4,0.000333
multiplication,507,1,260647686,8,0.166667
elemwise_multiplication,507,1,257049,4,0.000333
addition,508,0,258064,4,0.000333
duplication,508,0,258064,4,0.000333
multiplication,508,0,262193024,8,0.163667
elemwise_multiplication,508,0,258064,4,0.000333
addition,508,1,258064,4,0.000333
duplication,508,1,258064,4,0.000333
multiplication,508,1,262193024,8,0.165667
elemwise_multiplication,508,1,258064,4,0.000333
addition,509,0,259081,4,0.000333
duplication,509,0,259081,4,0.000333
multiplication,509,0,263744458,8,0.155000
elemwise_multiplication,509,0,259081,8,0.000333
addition,509,1,259081,4,0.000333
duplication,509,1,259081,8,0.000333
multiplication,509,1,263744458,8,0.178000
elemwise_multiplication,509,1,259081,4,0.000667
addition,510,0,260100,8,0.001000
duplication,510,0,260100,4,0.000667
multiplication,510,0,265302000,8,0.161667
elemwise_multiplication,510,0,260100,4,0.000333
addition,510,1,260100,4,0.000333
duplication,510,1,260100,8,0.000333
multiplication,510,1,265302000,8,0.159333
elemwise_multiplication,510,1,260100,2,0.000333
addition,511,0,261121,4,0.000333
duplication,511,0,261121,4,0.000333
multiplication,511,0,266865662,8,0.148667
elemwise_multiplication,511,0,261121,4,0.000333
addition,511,1,261121,8,0.000333
duplication,511,1,261121,8,0.000333
multiplication,511,1,266865662,8,0.148000
elemwise_multiplication,511,1,261121,4,0.000333
addition,512,0,262144,4,0.000333
duplication,512,0,262144,8,0.000333
multiplication,512,0,268435456,16,0.231000
elemwise_multiplication,512,0,262144,2,0.000333
addition,512,1,262144,4,0.000333
duplication,512,1,262144,4,0.000333
multiplication,512,1,268435456,8,0.211000
elemwise_multiplication,512,1,262144,4,0.000333
addition,513,0,263169,4,0.000333
duplication,513,0,263169,4,0.000333
multiplication,513,0,270011394,8,0.145333
elemwise_multiplication,513,0,263169,4,0.000333
addition,513,1,263169,4,0.000333
duplication,513,1,263169,4,0.000333
multiplication,513,1,270011394,8,0.148333
elemwise_multiplication,513,1,263169,4,0.000333
addition,514,0,264196,8,0.000333
duplication,514,0,264196,8,0.000333
multiplication,514,0,271593488,8,0.150000
elemwise_multiplication,514,0,264196,4,0.000333
addition,514,1,264196,4,0.000333
duplication,514,1,264196,8,0.000333
multiplication,514,1,271593488,8,0.151667
elemwise_multiplication,514,1,264196,8,0.000333
addition,515,0,265225,4,0.000333
duplication,515,0,265225,2,0.000333
multiplication,515,0,273181750,8,0.155333
elemwise_multiplication,515,0,265225,4,0.000333
addition,515,1,265225,8,0.000333
duplication,515,1,265225,4,0.000667
multiplication,515,1,273181750,16,0.160667
elemwise_multiplication,515,1,265225,4,0.000333
addition,516,0,266256,4,0.000333
duplication,516,0,266256,8,0.000333
multiplication,516,0,274776192,16,0.168667
elemwise_multiplication,516,0,266256,8,0.000333
addition,516,1,266256,4,0.000333
duplication,516,1,266256,2,0.000333
multiplication,516,1,274776192,8,0.168000
elemwise_multiplication,516,1,266256,8,0.000333
addition,517,0,267289,4,0.000333
duplication,517,0,267289,4,0.000333
multiplication,517,0,276376826,8,0.151333
elemwise_multiplication,517,0,267289,8,0.000333
addition,517,1,267289,8,0.000333
duplication,517,1,267289,4,0.000333
multiplication,517,1,276376826,8,0.154667
elemwise_multiplication,517,1,267289,4,0.000333
addition,518,0,268324,8,0.000333
duplication,518,0,268324,4,0.000333
multiplication,518,0,277983664,16,0.169000
elemwise_multiplication,518,0,268324,4,0.000333
addition,518,1,268324,4,0.000333
duplication,518,1,268324,2,0.000333
multiplication,518,1,277983664,8,0.172000
elemwise_multiplication,518,1,268324,4,0.000333
addition,519,0,269361,4,0.000333
duplication,519,0,269361,16,0.000333
multiplication,519,0,279596718,8,0.156000
elemwise_multiplication,519,0,269361,8,0.000333
addition,519,1,269361,4,0.000333
duplication,519,1,269361,8,0.000333
multiplication,519,1,279596718,8,0.157333
elemwise_multiplication,519,1,269361,4,0.000333
addition,520,0,270400,4,0.000333
duplication,520,0,270400,4,0.000333
multiplication,520,0,281216000,8,0.151667
elemwise_multiplication,520,0,270400,4,0.000333
addition,520,1,270400,4,0.000333
duplication,520,1,270400,4,0.000333
multiplication,520,1,281216000,8,0.156333
elemwise_multiplication,520,1,270400,8,0.000333
addition,521,0,271441,4,0.000333
duplication,521,0,271441,4,0.000333
multiplication,521,0,282841522,8,0.155667
elemwise_multiplication,521,0,271441,4,0.000333
addition,521,1,271441,4,0.000333
duplication,521,1,271441,8,0.000333
multiplication,521,1,282841522,8,0.157333
elemwise_multiplication,521,1,271441,2,0.000333
addition,522,0,272484,4,0.000333
duplication,522,0,272484,8,0.000667
multiplication,522,0,284473296,8,0.155667
elemwise_multiplication,522,0,272484,4,0.000333
addition,522,1,272484,8,0.000333
duplication,522,1,272484,4,0.000333
multiplication,522,1,284473296,8,0.163000
elemwise_multiplication,522,1,272484,4,0.000333
addition,523,0,273529,8,0.000333
duplication,523,0,273529,4,0.000333
multiplication,523,0,286111334,8,0.162000
elemwise_multiplication,523,0,273529,16,0.000333
addition,523,1,273529,4,0.000333
duplication,523,1,273529,16,0.000333
multiplication,523,1,286111334,8,0.164000
elemwise_multiplication,523,1,273529,4,0.000333
addition,524,0,274576,8,0.000333
duplication,524,0,274576,8,0.000333
multiplication,524,0,287755648,8,0.171000
elemwise_multiplication,524,0,274576,4,0.000333
addition,524,1,274576,8,0.000333
duplication,524,1,274576,8,0.000333
multiplication,524,1,287755648,16,0.179333
elemwise_multiplication,524,1,274576,4,0.000333
addition,525,0,275625,4,0.000333
duplication,525,0,275625,16,0.000333
multiplication,525,0,289406250,8,0.171667
elemwise_multiplication,525,0,275625,8,0.000333
addition,525,1,275625,8,0.000333
duplication,525,1,275625,8,0.000333
multiplication,525,1,289406250,8,0.182333
elemwise_multiplication,525,1,275625,4,0.000333
addition,526,0,276676,16,0.000333
duplication,526,0,276676,4,0.000333
multiplication,526,0,291063152,8,0.159667
elemwise_multiplication,526,0,276676,4,0.000333
addition,526,1,276676,4,0.000333
duplication,526,1,276676,8,0.000333
multiplication,526,1,291063152,16,0.164667
elemwise_multiplication,526,1,276676,4,0.000333
addition,527,0,277729,8,0.000333
duplication,527,0,277729,4,0.000333
multiplication,527,0,292726366,8,0.161667
elemwise_multiplication,527,0,277729,4,0.000333
addition,527,1,277729,8,0.000333
duplication,527,1,277729,2,0.000333
multiplication,527,1,292726366,16,0.167667
elemwise_multiplication,527,1,277729,4,0.000333
addition,528,0,278784,4,0.000333
duplication,528,0,278784,8,0.000333
multiplication,528,0,294395904,16,0.160333
elemwise_multiplication,528,0,278784,2,0.000333
addition,528,1,278784,8,0.000333
duplication,528,1,278784,8,0.000333
multiplication,528,1,294395904,8,0.164000
elemwise_multiplication,528,1,278784,2,0.000333
addition,529,0,279841,8,0.000333
duplication,529,0,279841,8,0.000333
multiplication,529,0,296071778,8,0.164333
elemwise_multiplication,529,0,279841,4,0.000333
addition,529,1,279841,4,0.000333
duplication,529,1,279841,8,0.000333
multiplication,529,1,296071778,8,0.169000
elemwise_multiplication,529,1,279841,4,0.000333
addition,530,0,280900,4,0.000333
duplication,530,0,280900,16,0.000333
multiplication,530,0,297754000,8,0.170667
elemwise_multiplication,530,0,280900,8,0.000333
addition,530,1,280900,8,0.000333
duplication,530,1,280900,8,0.000333
multiplication,530,1,297754000,8,0.176667
elemwise_multiplication,530,1,280900,4,0.000333
addition,531,0,281961,4,0.000333
duplication,531,0,281961,4,0.000333
multiplication,531,0,299442582,8,0.167667
elemwise_multiplication,531,0,281961,8,0.000333
addition,531,1,281961,4,0.000333
duplication,531,1,281961,2,0.000333
multiplication,531,1,299442582,8,0.177000
elemwise_multiplication,531,1,281961,4,0.000333
addition,532,0,283024,4,0.000333
duplication,532,0,283024,4,0.000333
multiplication,532,0,301137536,8,0.171333
elemwise_multiplication,532,0,283024,2,0.000333
addition,532,1,283024,8,0.000333
duplication,532,1,283024,8,0.000333
multiplication,532,1,301137536,8,0.175000
elemwise_multiplication,532,1,283024,4,0.000333
addition,533,0,284089,8,0.000333
duplication,533,0,284089,8,0.000333
multiplication,533,0,302838874,16,0.172333
elemwise_multiplication,533,0,284089,4,0.000333
addition,533,1,284089,4,0.000333
duplication,533,1,284089,8,0.000333
multiplication,533,1,302838874,8,0.176333
elemwise_multiplication,533,1,284089,4,0.000333
addition,534,0,285156,4,0.000333
duplication,534,0,285156,4,0.000333
multiplication,534,0,304546608,8,0.173667
elemwise_multiplication,534,0,285156,4,0.000333
addition,534,1,285156,8,0.000333
duplication,534,1,285156,2,0.000667
multiplication,534,1,304546608,16,0.182000
elemwise_multiplication,534,1,285156,16,0.000333
addition,535,0,286225,8,0.000333
duplication,535,0,286225,8,0.000333
multiplication,535,0,306260750,8,0.172667
elemwise_multiplication,535,0,286225,4,0.000000
addition,535,1,286225,16,0.000333
duplication,535,1,286225,4,0.000333
multiplication,535,1,306260750,8,0.178000
elemwise_multiplication,535,1,286225,4,0.000333
addition,536,0,287296,8,0.000333
duplication,536,0,287296,4,0.000333
multiplication,536,0,307981312,8,0.168667
elemwise_multiplication,536,0,287296,4,0.000333
addition,536,1,287296,8,0.000333
duplication,536,1,287296,4,0.000333
multiplication,536,1,307981312,8,0.176000
elemwise_multiplication,536,1,287296,4,0.000333
addition,537,0,288369,4,0.000333
duplication,537,0,288369,8,0.000333
multiplication,537,0,309708306,16,0.193000
elemwise_multiplication,537,0,288369,4,0.000333
addition,537,1,288369,2,0.000667
duplication,537,1,288369,4,0.000333
multiplication,537,1,309708306,8,0.186000
elemwise_multiplication,537,1,288369,8,0.000333
addition,538,0,289444,8,0.000333
duplication,538,0,289444,4,0.000333
multiplication,538,0,311441744,8,0.175333
elemwise_multiplication,538,0,289444,16,0.000333
addition,538,1,289444,8,0.000333
duplication,538,1,289444,8,0.000333
