operation,matrix_size,variable_type,num_operations,optimal_thread,optimal_execution_time
elemwise_multiplication,186,1,34596,2,0.000333
addition,187,0,34969,2,0.000333
duplication,187,0,34969,1,0.000000
multiplication,187,0,13078406,8,0.011000
elemwise_multiplication,187,0,34969,1,0.000000
addition,187,1,34969,1,0.000333
duplication,187,1,34969,1,0.000000
multiplication,187,1,13078406,16,0.012000
elemwise_multiplication,187,1,34969,1,0.000333
addition,188,0,35344,1,0.000333
duplication,188,0,35344,1,0.000333
multiplication,188,0,13289344,8,0.011333
elemwise_multiplication,188,0,35344,1,0.000333
addition,188,1,35344,1,0.000333
duplication,188,1,35344,1,0.000333
multiplication,188,1,13289344,16,0.012333
elemwise_multiplication,188,1,35344,1,0.000333
addition,189,0,35721,1,0.000333
duplication,189,0,35721,1,0.000333
multiplication,189,0,13502538,8,0.011333
elemwise_multiplication,189,0,35721,1,0.000333
addition,189,1,35721,1,0.000333
duplication,189,1,35721,1,0.000333
multiplication,189,1,13502538,8,0.012000
elemwise_multiplication,189,1,35721,1,0.000000
addition,190,0,36100,1,0.000333
duplication,190,0,36100,2,0.000333
multiplication,190,0,13718000,16,0.012000
elemwise_multiplication,190,0,36100,1,0.000000
addition,190,1,36100,1,0.000333
duplication,190,1,36100,1,0.000333
multiplication,190,1,13718000,16,0.012667
elemwise_multiplication,190,1,36100,1,0.000333
addition,191,0,36481,1,0.000333
duplication,191,0,36481,1,0.000000
multiplication,191,0,13935742,8,0.012000
elemwise_multiplication,191,0,36481,2,0.000333
addition,191,1,36481,8,0.000333
duplication,191,1,36481,1,0.000333
multiplication,191,1,13935742,16,0.012333
elemwise_multiplication,191,1,36481,1,0.000333
addition,192,0,36864,2,0.000333
duplication,192,0,36864,1,0.000333
multiplication,192,0,14155776,16,0.013333
elemwise_multiplication,192,0,36864,2,0.000333
addition,192,1,36864,1,0.000333
duplication,192,1,36864,1,0.000000
multiplication,192,1,14155776,8,0.013333
elemwise_multiplication,192,1,36864,1,0.000000
addition,193,0,37249,1,0.000333
duplication,193,0,37249,1,0.000000
multiplication,193,0,14378114,16,0.013000
elemwise_multiplication,193,0,37249,2,0.000333
addition,193,1,37249,8,0.000333
duplication,193,1,37249,1,0.000333
multiplication,193,1,14378114,8,0.013333
elemwise_multiplication,193,1,37249,1,0.000000
addition,194,0,37636,1,0.000333
duplication,194,0,37636,2,0.000333
multiplication,194,0,14602768,16,0.012667
elemwise_multiplication,194,0,37636,2,0.000333
addition,194,1,37636,1,0.000333
duplication,194,1,37636,1,0.000000
multiplication,194,1,14602768,16,0.013667
elemwise_multiplication,194,1,37636,1,0.000333
addition,195,0,38025,1,0.000333
duplication,195,0,38025,1,0.000000
multiplication,195,0,14829750,8,0.014333
elemwise_multiplication,195,0,38025,1,0.000000
addition,195,1,38025,1,0.000333
duplication,195,1,38025,1,0.000000
multiplication,195,1,14829750,8,0.015333
elemwise_multiplication,195,1,38025,1,0.000333
addition,196,0,38416,1,0.000333
duplication,196,0,38416,2,0.000000
multiplication,196,0,15059072,8,0.016000
elemwise_multiplication,196,0,38416,1,0.000333
addition,196,1,38416,1,0.000333
duplication,196,1,38416,1,0.000000
multiplication,196,1,15059072,16,0.013333
elemwise_multiplication,196,1,38416,1,0.000000
addition,197,0,38809,1,0.000333
duplication,197,0,38809,2,0.000333
multiplication,197,0,15290746,8,0.013000
elemwise_multiplication,197,0,38809,1,0.000333
addition,197,1,38809,1,0.000333
duplication,197,1,38809,1,0.000333
multiplication,197,1,15290746,16,0.014333
elemwise_multiplication,197,1,38809,1,0.000000
addition,198,0,39204,1,0.000333
duplication,198,0,39204,1,0.000000
multiplication,198,0,15524784,8,0.013000
elemwise_multiplication,198,0,39204,1,0.000333
addition,198,1,39204,1,0.000333
duplication,198,1,39204,1,0.000333
multiplication,198,1,15524784,8,0.013667
elemwise_multiplication,198,1,39204,1,0.000333
addition,199,0,39601,2,0.000333
duplication,199,0,39601,1,0.000000
multiplication,199,0,15761198,8,0.013667
elemwise_multiplication,199,0,39601,2,0.000333
addition,199,1,39601,2,0.000333
duplication,199,1,39601,1,0.000000
multiplication,199,1,15761198,8,0.014000
elemwise_multiplication,199,1,39601,1,0.000333
addition,200,0,40000,1,0.000333
duplication,200,0,40000,1,0.000333
multiplication,200,0,16000000,16,0.016333
elemwise_multiplication,200,0,40000,4,0.000000
addition,200,1,40000,2,0.000333
duplication,200,1,40000,1,0.000333
multiplication,200,1,16000000,16,0.014333
elemwise_multiplication,200,1,40000,1,0.000333
addition,201,0,40401,4,0.000000
duplication,201,0,40401,1,0.000333
multiplication,201,0,16241202,8,0.014000
elemwise_multiplication,201,0,40401,1,0.000000
addition,201,1,40401,1,0.000333
duplication,201,1,40401,1,0.000000
multiplication,201,1,16241202,8,0.014667
elemwise_multiplication,201,1,40401,1,0.000333
addition,202,0,40804,1,0.000333
duplication,202,0,40804,1,0.000333
multiplication,202,0,16484816,16,0.014333
elemwise_multiplication,202,0,40804,1,0.000333
addition,202,1,40804,1,0.000333
duplication,202,1,40804,1,0.000333
multiplication,202,1,16484816,8,0.014667
elemwise_multiplication,202,1,40804,1,0.000000
addition,203,0,41209,1,0.000333
duplication,203,0,41209,1,0.000333
multiplication,203,0,16730854,8,0.014667
elemwise_multiplication,203,0,41209,2,0.000333
addition,203,1,41209,1,0.000333
duplication,203,1,41209,1,0.000333
multiplication,203,1,16730854,16,0.014667
elemwise_multiplication,203,1,41209,1,0.000333
addition,204,0,41616,1,0.000333
duplication,204,0,41616,1,0.000000
multiplication,204,0,16979328,8,0.015000
elemwise_multiplication,204,0,41616,2,0.000333
addition,204,1,41616,2,0.000333
duplication,204,1,41616,1,0.000000
multiplication,204,1,16979328,8,0.014333
elemwise_multiplication,204,1,41616,2,0.000333
addition,205,0,42025,4,0.000333
duplication,205,0,42025,1,0.000333
multiplication,205,0,17230250,16,0.013000
elemwise_multiplication,205,0,42025,2,0.000000
addition,205,1,42025,1,0.000000
duplication,205,1,42025,1,0.000000
multiplication,205,1,17230250,16,0.014333
elemwise_multiplication,205,1,42025,1,0.000333
addition,206,0,42436,2,0.000333
duplication,206,0,42436,1,0.000000
multiplication,206,0,17483632,16,0.022333
elemwise_multiplication,206,0,42436,1,0.000333
addition,206,1,42436,1,0.000333
duplication,206,1,42436,1,0.000333
multiplication,206,1,17483632,8,0.015667
elemwise_multiplication,206,1,42436,1,0.000333
addition,207,0,42849,4,0.000000
duplication,207,0,42849,1,0.000333
multiplication,207,0,17739486,8,0.026000
elemwise_multiplication,207,0,42849,1,0.000667
addition,207,1,42849,1,0.000333
duplication,207,1,42849,1,0.000333
multiplication,207,1,17739486,8,0.017667
elemwise_multiplication,207,1,42849,1,0.000333
addition,208,0,43264,1,0.000333
duplication,208,0,43264,1,0.000333
multiplication,208,0,17997824,8,0.023333
elemwise_multiplication,208,0,43264,1,0.000333
addition,208,1,43264,2,0.000667
duplication,208,1,43264,1,0.000333
multiplication,208,1,17997824,8,0.016000
elemwise_multiplication,208,1,43264,1,0.000000
addition,209,0,43681,1,0.000333
duplication,209,0,43681,1,0.000000
multiplication,209,0,18258658,8,0.021667
elemwise_multiplication,209,0,43681,1,0.000333
addition,209,1,43681,1,0.000333
duplication,209,1,43681,1,0.000000
multiplication,209,1,18258658,8,0.017667
elemwise_multiplication,209,1,43681,1,0.000333
addition,210,0,44100,1,0.000333
duplication,210,0,44100,2,0.000333
multiplication,210,0,18522000,8,0.029667
elemwise_multiplication,210,0,44100,1,0.000333
addition,210,1,44100,2,0.000667
duplication,210,1,44100,1,0.000333
multiplication,210,1,18522000,16,0.018667
elemwise_multiplication,210,1,44100,2,0.000333
addition,211,0,44521,2,0.000333
duplication,211,0,44521,1,0.000333
multiplication,211,0,18787862,16,0.014333
elemwise_multiplication,211,0,44521,4,0.000000
addition,211,1,44521,1,0.000000
duplication,211,1,44521,1,0.000000
multiplication,211,1,18787862,16,0.020333
elemwise_multiplication,211,1,44521,1,0.000000
addition,212,0,44944,1,0.000333
duplication,212,0,44944,2,0.000333
multiplication,212,0,19056256,16,0.019667
elemwise_multiplication,212,0,44944,1,0.000333
addition,212,1,44944,1,0.000333
duplication,212,1,44944,1,0.000333
multiplication,212,1,19056256,16,0.019333
elemwise_multiplication,212,1,44944,1,0.000333
addition,213,0,45369,1,0.000000
duplication,213,0,45369,1,0.000000
multiplication,213,0,19327194,16,0.016667
elemwise_multiplication,213,0,45369,1,0.000333
addition,213,1,45369,1,0.000333
duplication,213,1,45369,1,0.000333
multiplication,213,1,19327194,16,0.014000
elemwise_multiplication,213,1,45369,1,0.000000
addition,214,0,45796,1,0.000333
duplication,214,0,45796,4,0.000000
multiplication,214,0,19600688,8,0.022667
elemwise_multiplication,214,0,45796,1,0.000000
addition,214,1,45796,1,0.000333
duplication,214,1,45796,1,0.000333
multiplication,214,1,19600688,8,0.023333
elemwise_multiplication,214,1,45796,2,0.000333
addition,215,0,46225,1,0.000333
duplication,215,0,46225,1,0.000333
multiplication,215,0,19876750,16,0.014667
elemwise_multiplication,215,0,46225,4,0.000000
addition,215,1,46225,1,0.000333
duplication,215,1,46225,4,0.000000
multiplication,215,1,19876750,16,0.016333
elemwise_multiplication,215,1,46225,1,0.000000
addition,216,0,46656,1,0.000000
duplication,216,0,46656,1,0.000000
multiplication,216,0,20155392,8,0.021667
elemwise_multiplication,216,0,46656,2,0.000333
addition,216,1,46656,2,0.000333
duplication,216,1,46656,1,0.000333
multiplication,216,1,20155392,8,0.015333
elemwise_multiplication,216,1,46656,2,0.000333
addition,217,0,47089,4,0.000000
duplication,217,0,47089,4,0.000000
multiplication,217,0,20436626,16,0.019000
elemwise_multiplication,217,0,47089,1,0.000000
addition,217,1,47089,1,0.000333
duplication,217,1,47089,2,0.000000
multiplication,217,1,20436626,16,0.016667
elemwise_multiplication,217,1,47089,4,0.000000
addition,218,0,47524,1,0.000000
duplication,218,0,47524,4,0.000000
multiplication,218,0,20720464,16,0.023000
elemwise_multiplication,218,0,47524,1,0.000333
addition,218,1,47524,1,0.000333
duplication,218,1,47524,1,0.000333
multiplication,218,1,20720464,16,0.018667
elemwise_multiplication,218,1,47524,1,0.000333
addition,219,0,47961,1,0.000333
duplication,219,0,47961,2,0.000333
multiplication,219,0,21006918,8,0.017000
elemwise_multiplication,219,0,47961,1,0.000333
addition,219,1,47961,1,0.000333
duplication,219,1,47961,1,0.000000
multiplication,219,1,21006918,16,0.024333
elemwise_multiplication,219,1,47961,1,0.000333
addition,220,0,48400,1,0.000333
duplication,220,0,48400,1,0.000333
multiplication,220,0,21296000,8,0.018667
elemwise_multiplication,220,0,48400,1,0.000000
addition,220,1,48400,1,0.000333
duplication,220,1,48400,8,0.000333
multiplication,220,1,21296000,16,0.019667
elemwise_multiplication,220,1,48400,1,0.000333
addition,221,0,48841,1,0.000333
duplication,221,0,48841,2,0.000333
multiplication,221,0,21587722,16,0.019333
elemwise_multiplication,221,0,48841,1,0.000333
addition,221,1,48841,1,0.000333
duplication,221,1,48841,1,0.000333
multiplication,221,1,21587722,8,0.020333
elemwise_multiplication,221,1,48841,1,0.000333
addition,222,0,49284,4,0.000333
duplication,222,0,49284,1,0.000333
multiplication,222,0,21882096,8,0.018667
elemwise_multiplication,222,0,49284,1,0.000333
addition,222,1,49284,1,0.000333
duplication,222,1,49284,2,0.000333
multiplication,222,1,21882096,8,0.019333
elemwise_multiplication,222,1,49284,1,0.000333
addition,223,0,49729,1,0.000333
duplication,223,0,49729,2,0.000333
multiplication,223,0,22179134,8,0.018333
elemwise_multiplication,223,0,49729,1,0.000333
addition,223,1,49729,1,0.000333
duplication,223,1,49729,1,0.000333
multiplication,223,1,22179134,8,0.019667
elemwise_multiplication,223,1,49729,1,0.000333
addition,224,0,50176,2,0.000333
duplication,224,0,50176,2,0.000333
multiplication,224,0,22478848,8,0.019333
elemwise_multiplication,224,0,50176,1,0.000000
addition,224,1,50176,2,0.000333
duplication,224,1,50176,1,0.000333
multiplication,224,1,22478848,8,0.019667
elemwise_multiplication,224,1,50176,1,0.000333
addition,225,0,50625,1,0.000333
duplication,225,0,50625,2,0.000333
multiplication,225,0,22781250,16,0.023000
elemwise_multiplication,225,0,50625,1,0.000000
addition,225,1,50625,4,0.000000
duplication,225,1,50625,1,0.000333
multiplication,225,1,22781250,16,0.020667
elemwise_multiplication,225,1,50625,2,0.000333
addition,226,0,51076,1,0.000333
duplication,226,0,51076,1,0.000333
multiplication,226,0,23086352,16,0.027667
elemwise_multiplication,226,0,51076,1,0.000000
addition,226,1,51076,1,0.000333
duplication,226,1,51076,1,0.000333
multiplication,226,1,23086352,8,0.021667
elemwise_multiplication,226,1,51076,2,0.000333
addition,227,0,51529,1,0.000333
duplication,227,0,51529,2,0.000333
multiplication,227,0,23394166,8,0.019333
elemwise_multiplication,227,0,51529,8,0.000000
addition,227,1,51529,1,0.000333
duplication,227,1,51529,1,0.000333
multiplication,227,1,23394166,8,0.020000
elemwise_multiplication,227,1,51529,1,0.000000
addition,228,0,51984,4,0.000333
duplication,228,0,51984,4,0.000000
multiplication,228,0,23704704,8,0.020333
elemwise_multiplication,228,0,51984,1,0.000333
addition,228,1,51984,1,0.000333
duplication,228,1,51984,1,0.000333
multiplication,228,1,23704704,16,0.020000
elemwise_multiplication,228,1,51984,1,0.000000
addition,229,0,52441,1,0.000333
duplication,229,0,52441,1,0.000000
multiplication,229,0,24017978,8,0.020333
elemwise_multiplication,229,0,52441,2,0.000333
addition,229,1,52441,2,0.000333
duplication,229,1,52441,1,0.000333
multiplication,229,1,24017978,16,0.021667
elemwise_multiplication,229,1,52441,1,0.000000
addition,230,0,52900,4,0.000333
duplication,230,0,52900,2,0.000333
multiplication,230,0,24334000,8,0.021333
elemwise_multiplication,230,0,52900,2,0.000333
addition,230,1,52900,4,0.000333
duplication,230,1,52900,2,0.000333
multiplication,230,1,24334000,8,0.021667
elemwise_multiplication,230,1,52900,2,0.000333
addition,231,0,53361,2,0.000333
duplication,231,0,53361,1,0.000333
multiplication,231,0,24652782,8,0.021000
elemwise_multiplication,231,0,53361,1,0.000333
addition,231,1,53361,4,0.000333
duplication,231,1,53361,2,0.000333
multiplication,231,1,24652782,8,0.021333
elemwise_multiplication,231,1,53361,2,0.000333
addition,232,0,53824,1,0.000333
duplication,232,0,53824,1,0.000333
multiplication,232,0,24974336,8,0.020667
elemwise_multiplication,232,0,53824,1,0.000333
addition,232,1,53824,1,0.000333
duplication,232,1,53824,2,0.000333
multiplication,232,1,24974336,8,0.021333
elemwise_multiplication,232,1,53824,1,0.000333
addition,233,0,54289,4,0.000333
duplication,233,0,54289,1,0.000333
multiplication,233,0,25298674,8,0.022000
elemwise_multiplication,233,0,54289,1,0.000333
addition,233,1,54289,1,0.000333
duplication,233,1,54289,1,0.000333
multiplication,233,1,25298674,8,0.022667
elemwise_multiplication,233,1,54289,4,0.000333
addition,234,0,54756,2,0.000333
duplication,234,0,54756,1,0.000333
multiplication,234,0,25625808,8,0.028667
elemwise_multiplication,234,0,54756,1,0.000333
addition,234,1,54756,2,0.000333
duplication,234,1,54756,1,0.000333
multiplication,234,1,25625808,8,0.027667
elemwise_multiplication,234,1,54756,1,0.000333
addition,235,0,55225,2,0.000333
duplication,235,0,55225,4,0.000333
multiplication,235,0,25955750,16,0.024333
elemwise_multiplication,235,0,55225,1,0.000333
addition,235,1,55225,1,0.000333
duplication,235,1,55225,8,0.000333
multiplication,235,1,25955750,16,0.027333
elemwise_multiplication,235,1,55225,2,0.000333
addition,236,0,55696,4,0.000333
duplication,236,0,55696,1,0.000333
multiplication,236,0,26288512,16,0.021000
elemwise_multiplication,236,0,55696,8,0.000000
addition,236,1,55696,4,0.000000
duplication,236,1,55696,4,0.000000
multiplication,236,1,26288512,16,0.024000
elemwise_multiplication,236,1,55696,1,0.000333
addition,237,0,56169,1,0.000333
duplication,237,0,56169,1,0.000333
multiplication,237,0,26624106,16,0.024667
elemwise_multiplication,237,0,56169,2,0.000333
addition,237,1,56169,1,0.000333
duplication,237,1,56169,1,0.000333
multiplication,237,1,26624106,16,0.025000
elemwise_multiplication,237,1,56169,1,0.000000
addition,238,0,56644,1,0.000333
duplication,238,0,56644,2,0.000333
multiplication,238,0,26962544,16,0.021000
elemwise_multiplication,238,0,56644,2,0.000333
addition,238,1,56644,1,0.000333
duplication,238,1,56644,4,0.000000
multiplication,238,1,26962544,16,0.021000
elemwise_multiplication,238,1,56644,2,0.000000
addition,239,0,57121,2,0.000333
duplication,239,0,57121,2,0.000333
multiplication,239,0,27303838,16,0.021000
elemwise_multiplication,239,0,57121,4,0.000000
addition,239,1,57121,1,0.000333
duplication,239,1,57121,1,0.000000
multiplication,239,1,27303838,16,0.028000
elemwise_multiplication,239,1,57121,1,0.000000
addition,240,0,57600,8,0.000000
duplication,240,0,57600,4,0.000000
multiplication,240,0,27648000,16,0.027667
elemwise_multiplication,240,0,57600,2,0.000000
addition,240,1,57600,1,0.000333
duplication,240,1,57600,1,0.000000
multiplication,240,1,27648000,16,0.024333
elemwise_multiplication,240,1,57600,1,0.000000
addition,241,0,58081,4,0.000000
duplication,241,0,58081,2,0.000000
multiplication,241,0,27995042,16,0.030667
elemwise_multiplication,241,0,58081,4,0.000000
addition,241,1,58081,1,0.000333
duplication,241,1,58081,1,0.000000
multiplication,241,1,27995042,16,0.030333
elemwise_multiplication,241,1,58081,8,0.000000
addition,242,0,58564,4,0.000333
duplication,242,0,58564,1,0.000333
multiplication,242,0,28344976,8,0.021333
elemwise_multiplication,242,0,58564,1,0.000333
addition,242,1,58564,1,0.000333
duplication,242,1,58564,1,0.000333
multiplication,242,1,28344976,8,0.028667
elemwise_multiplication,242,1,58564,1,0.000000
addition,243,0,59049,1,0.000333
duplication,243,0,59049,4,0.000000
multiplication,243,0,28697814,16,0.020000
elemwise_multiplication,243,0,59049,1,0.000000
addition,243,1,59049,4,0.000000
duplication,243,1,59049,1,0.000000
multiplication,243,1,28697814,16,0.025000
elemwise_multiplication,243,1,59049,1,0.000000
addition,244,0,59536,8,0.000000
duplication,244,0,59536,4,0.000000
multiplication,244,0,29053568,16,0.020333
elemwise_multiplication,244,0,59536,2,0.000000
addition,244,1,59536,1,0.000333
duplication,244,1,59536,4,0.000000
multiplication,244,1,29053568,16,0.026667
elemwise_multiplication,244,1,59536,1,0.000333
addition,245,0,60025,1,0.000333
