optimalThreads,typeOp,matrixSize,numOp,numVar,varType,exeTime,isIterative,memoryPattern,complexity,matrixType
6,Determinant,0,0,1,int,0.0505876537473249,0,0,3.0,1
5,Scaling,0,0,2,int,0.0010788606457959,0,1,2.0,1
7,Exponential,0,0,2,mixed,0.0009979183252743,0,1,2.0,1
7,Logarithm,550,302500,2,mixed,0.0018323409552797,0,1,2.0,1
5,Squareroot,0,0,2,mixed,0.0009629390999175,0,1,2.0,1
6,Ludecomposition,0,0,3,int,0.0659829809576268,0,0,3.0,1
6,Eigenvalue,0,0,2,mixed,0.0019930445258297,1,1,2.0,1
6,Multiplication,560,175616000,3,int,0.1613287657351159,0,0,3.0,1
4,Addition,560,313600,3,int,0.0009876882618358,0,0,2.0,1
1,Transposition,560,313600,2,int,0.0009765861604627,0,1,2.0,1
6,Determinant,560,175616000,1,int,0.0654904945250557,0,0,3.0,1
4,Scaling,0,0,2,int,0.0,0,1,2.0,1
7,Exponential,0,0,2,mixed,0.0009894463562834,0,1,2.0,1
8,Logarithm,0,0,2,mixed,0.0021171949464085,0,1,2.0,1
8,Squareroot,560,313600,2,mixed,0.0009622030795695,0,1,2.0,1
6,Ludecomposition,0,0,3,int,0.075983112389268,0,0,3.0,1
6,Eigenvalue,560,31360000,2,mixed,0.0020450692270067,1,1,2.0,1
8,Multiplication,570,185193000,3,int,0.1814632391754142,0,0,3.0,1
5,Transposition,0,0,2,int,0.0,0,1,2.0,1
6,Determinant,0,0,1,int,0.06168146038051,0,0,3.0,1
7,Exponential,0,0,2,mixed,0.0010938249962281,0,1,2.0,1
8,Logarithm,0,0,2,mixed,0.0029365300668045,0,1,2.0,1
6,Squareroot,570,324900,2,mixed,0.001036538304253,0,1,2.0,1
6,Ludecomposition,0,0,3,int,0.0757506007422593,0,0,3.0,1
6,Eigenvalue,570,32490000,2,mixed,0.001898109598709,1,1,2.0,1
6,Multiplication,0,0,3,int,0.182018268738535,0,0,3.0,1
6,Addition,0,0,3,int,0.0009346013132877,0,0,2.0,1
4,Transposition,0,0,2,int,0.0010764227243601,0,1,2.0,1
6,Determinant,0,0,1,int,0.0618127952298725,0,0,3.0,1
7,Exponential,0,0,2,mixed,0.0009724932947706,0,1,2.0,1
5,Logarithm,0,0,2,mixed,0.0030917974487499,0,1,2.0,1
5,Squareroot,0,0,2,mixed,0.0020369842861094,0,1,2.0,1
6,Ludecomposition,0,0,3,int,0.0769213669707,0,0,3.0,1
6,Eigenvalue,0,0,2,mixed,0.0019460837899329,1,1,2.0,1
6,Multiplication,0,0,3,int,0.2016376844436737,0,0,3.0,1
3,Addition,590,348100,3,int,0.0009157295229715,0,0,2.0,1
2,Transposition,590,348100,2,int,0.0009575203521437,0,1,2.0,1
6,Determinant,0,0,1,int,0.0684072008120462,0,0,3.0,1
5,Scaling,0,0,2,int,0.0,0,1,2.0,1
8,Exponential,0,0,2,mixed,0.0010357177495439,0,1,2.0,1
8,Logarithm,590,348100,2,mixed,0.0019315066948175,0,1,2.0,1
6,Squareroot,590,348100,2,mixed,0.0010542288787725,0,1,2.0,1
6,Ludecomposition,590,68459666,3,int,0.0769681546209767,0,0,3.0,1
8,Eigenvalue,0,0,2,mixed,0.0030607457845149,1,1,2.0,1
5,Multiplication,600,216000000,3,int,0.3617050326394467,0,0,3.0,1
3,Addition,600,360000,3,int,0.0019929790212745,0,0,2.0,1
3,Transposition,0,0,2,int,0.0020203107336505,0,1,2.0,1
8,Determinant,600,216000000,1,int,0.1076690179633999,0,0,3.0,1
2,Scaling,600,360000,2,int,0.0009506919474345,0,1,2.0,1
6,Exponential,600,360000,2,mixed,0.0020059799181745,0,1,2.0,1
8,Logarithm,0,0,2,mixed,0.0022260482708891,0,1,2.0,1
3,Squareroot,0,0,2,mixed,0.0018311494451337,0,1,2.0,1
5,Ludecomposition,0,0,3,int,0.0917436187194922,0,0,3.0,1
6,Eigenvalue,0,0,2,mixed,0.0029311319651698,1,1,2.0,1
8,Multiplication,610,226981000,3,int,0.1960834510242856,0,0,3.0,1
2,Addition,610,372100,3,int,0.0010009850282485,0,0,2.0,1
7,Transposition,610,372100,2,int,0.0010261355202055,0,1,2.0,1
6,Determinant,0,0,1,int,0.0754980563271708,0,0,3.0,1
2,Scaling,610,372100,2,int,0.0010255255296892,0,1,2.0,1
7,Exponential,0,0,2,mixed,0.0018626162970159,0,1,2.0,1
6,Logarithm,0,0,2,mixed,0.0031291854107308,0,1,2.0,1
6,Squareroot,0,0,2,mixed,0.0009731188280312,0,1,2.0,1
6,Ludecomposition,0,0,3,int,0.0858672559359152,0,0,3.0,1
7,Eigenvalue,0,0,2,mixed,0.0020404122574932,1,1,2.0,1
8,Multiplication,0,0,3,int,0.2214785232714136,0,0,3.0,1
8,Addition,0,0,3,int,0.0,0,0,2.0,1
2,Transposition,0,0,2,int,0.0010002144015424,0,1,2.0,1
6,Determinant,0,0,1,int,0.0741438037478828,0,0,3.0,1
8,Exponential,620,384400,2,mixed,0.0019857588875049,0,1,2.0,1
7,Logarithm,620,384400,2,mixed,0.0031698030537671,0,1,2.0,1
7,Squareroot,620,384400,2,mixed,0.0010724165844622,0,1,2.0,1
6,Ludecomposition,620,79442666,3,int,0.0881614011918197,0,0,3.0,1
6,Eigenvalue,620,38440000,2,mixed,0.0021813950137522,1,1,2.0,1
8,Multiplication,630,250047000,3,int,0.2106362405508474,0,0,3.0,1
2,Transposition,0,0,2,int,0.0019872495724464,0,1,2.0,1
6,Determinant,0,0,1,int,0.078120861677689,0,0,3.0,1
4,Scaling,630,396900,2,int,0.0010547153330281,0,1,2.0,1
8,Exponential,0,0,2,mixed,0.0019553454351918,0,1,2.0,1
6,Logarithm,630,396900,2,mixed,0.0041282582853549,0,1,2.0,1
8,Squareroot,630,396900,2,mixed,0.0010033192542139,0,1,2.0,1
6,Ludecomposition,630,83349000,3,int,0.095519596569007,0,0,3.0,1
5,Eigenvalue,0,0,2,mixed,0.003273509715238,1,1,2.0,1
6,Multiplication,0,0,3,int,0.245798730031971,0,0,3.0,1
1,Addition,0,0,3,int,0.0020927392798974,0,0,2.0,1
1,Transposition,0,0,2,int,0.001992738356865,0,1,2.0,1
6,Determinant,640,262144000,1,int,0.0803411877967386,0,0,3.0,1
8,Exponential,0,0,2,mixed,0.0010094772553169,0,1,2.0,1
7,Logarithm,640,409600,2,mixed,0.0030620434156139,0,1,2.0,1
6,Squareroot,640,409600,2,mixed,0.0009719818169248,0,1,2.0,1
6,Ludecomposition,640,87381333,3,int,0.1032438419401713,0,0,3.0,1
6,Eigenvalue,0,0,2,mixed,0.0029686341894723,1,1,2.0,1
8,Multiplication,650,274625000,3,int,0.2618620239343504,0,0,3.0,1
4,Addition,0,0,3,int,0.0009435117748768,0,0,2.0,1
5,Transposition,0,0,2,int,0.0009822830874069,0,1,2.0,1
6,Determinant,0,0,1,int,0.089797281547637,0,0,3.0,1
7,Scaling,650,422500,2,int,0.0010520115540246,0,1,2.0,1
8,Exponential,650,422500,2,mixed,0.0019949976154512,0,1,2.0,1
6,Logarithm,0,0,2,mixed,0.0042646880081913,0,1,2.0,1
6,Squareroot,0,0,2,mixed,0.0019501917672968,0,1,2.0,1
6,Ludecomposition,0,0,3,int,0.11205811351772,0,0,3.0,1
8,Eigenvalue,0,0,2,mixed,0.0032201301045379,1,1,2.0,1
8,Multiplication,660,287496000,3,int,0.2806533375143697,0,0,3.0,1
2,Addition,660,435600,3,int,0.0011278390790147,0,0,2.0,1
4,Transposition,0,0,2,int,0.00206084506668,0,1,2.0,1
6,Determinant,660,287496000,1,int,0.0893347393792955,0,0,3.0,1
7,Exponential,660,435600,2,mixed,0.0019904994298217,0,1,2.0,1
8,Logarithm,660,435600,2,mixed,0.0028661301535838,0,1,2.0,1
6,Squareroot,0,0,2,mixed,0.0019395695189498,0,1,2.0,1
6,Ludecomposition,0,0,3,int,0.10404048044912,0,0,3.0,1
6,Eigenvalue,660,43560000,2,mixed,0.0031861569576595,1,1,2.0,1
8,Multiplication,670,300763000,3,int,0.2974290055027014,0,0,3.0,1
6,Addition,670,448900,3,int,0.0009873818129788,0,0,2.0,1
5,Transposition,670,448900,2,int,0.0021001786893752,0,1,2.0,1
6,Determinant,670,300763000,1,int,0.0876533468574256,0,0,3.0,1
8,Scaling,0,0,2,int,0.000946619318832,0,1,2.0,1
6,Exponential,0,0,2,mixed,0.0018590162358237,0,1,2.0,1
7,Logarithm,670,448900,2,mixed,0.0032469701156421,0,1,2.0,1
7,Squareroot,670,448900,2,mixed,0.0018971333389904,0,1,2.0,1
6,Ludecomposition,670,100254333,3,int,0.1029425586247158,0,0,3.0,1
6,Eigenvalue,0,0,2,mixed,0.0028800723055475,1,1,2.0,1
6,Multiplication,680,314432000,3,int,0.3332663167128277,0,0,3.0,1
3,Addition,680,462400,3,int,0.0009626781555441,0,0,2.0,1
3,Transposition,0,0,2,int,0.0019316688118311,0,1,2.0,1
6,Determinant,680,314432000,1,int,0.0888382628796998,0,0,3.0,1
4,Scaling,680,462400,2,int,0.0010357161422882,0,1,2.0,1
6,Exponential,0,0,2,mixed,0.0019965547904011,0,1,2.0,1
6,Logarithm,0,0,2,mixed,0.0038016503788667,0,1,2.0,1
6,Squareroot,680,462400,2,mixed,0.0011226504632814,0,1,2.0,1
6,Ludecomposition,680,104810666,3,int,0.1077689651790529,0,0,3.0,1
5,Eigenvalue,0,0,2,mixed,0.0028826437111432,1,1,2.0,1
6,Multiplication,690,328509000,3,int,0.3326369902690833,0,0,3.0,1
4,Addition,0,0,3,int,0.0020771410240233,0,0,2.0,1
2,Transposition,690,476100,2,int,0.0010226572168593,0,1,2.0,1
6,Determinant,0,0,1,int,0.0912422039472846,0,0,3.0,1
5,Scaling,690,476100,2,int,0.000962231120187,0,1,2.0,1
7,Exponential,690,476100,2,mixed,0.0020678726571692,0,1,2.0,1
8,Logarithm,0,0,2,mixed,0.0028986399588278,0,1,2.0,1
8,Squareroot,690,476100,2,mixed,0.0010005722800155,0,1,2.0,1
6,Ludecomposition,0,0,3,int,0.1151136842335952,0,0,3.0,1
5,Eigenvalue,690,47610000,2,mixed,0.0021174982682696,1,1,2.0,1
6,Multiplication,700,343000000,3,int,0.3483986859602687,0,0,3.0,1
3,Addition,0,0,3,int,0.0019602596175265,0,0,2.0,1
8,Transposition,700,490000,2,int,0.0009629816064926,0,1,2.0,1
6,Determinant,700,343000000,1,int,0.0981795867352671,0,0,3.0,1
2,Scaling,0,0,2,int,0.0009334423823239,0,1,2.0,1
8,Exponential,0,0,2,mixed,0.0020313712007158,0,1,2.0,1
8,Logarithm,0,0,2,mixed,0.003014831936445,0,1,2.0,1
6,Squareroot,0,0,2,mixed,0.0018364867166021,0,1,2.0,1
6,Ludecomposition,0,0,3,int,0.1099114893684355,0,0,3.0,1
7,Eigenvalue,700,49000000,2,mixed,0.0031496492714324,1,1,2.0,1
8,Multiplication,710,357911000,3,int,0.3178763356833581,0,0,3.0,1
6,Addition,0,0,3,int,0.001002307361682,0,0,2.0,1
7,Transposition,0,0,2,int,0.0019083260755812,0,1,2.0,1
6,Determinant,0,0,1,int,0.098802105461801,0,0,3.0,1
3,Scaling,710,504100,2,int,0.0010468099308958,0,1,2.0,1
7,Exponential,0,0,2,mixed,0.0020433551015678,0,1,2.0,1
8,Logarithm,710,504100,2,mixed,0.004091486334957,0,1,2.0,1
7,Squareroot,710,504100,2,mixed,0.0019885003675101,0,1,2.0,1
6,Ludecomposition,710,119303666,3,int,0.1332024998625893,0,0,3.0,1
6,Eigenvalue,0,0,2,mixed,0.0029180506997703,1,1,2.0,1
6,Multiplication,0,0,3,int,0.3995797305245366,0,0,3.0,1
3,Addition,0,0,3,int,0.0010512791584116,0,0,2.0,1
2,Transposition,0,0,2,int,0.0029578107112055,0,1,2.0,1
6,Determinant,730,389017000,1,int,0.1106896678884215,0,0,3.0,1
3,Scaling,730,532900,2,int,0.0010000922085911,0,1,2.0,1
8,Exponential,0,0,2,mixed,0.001982890804329,0,1,2.0,1
8,Logarithm,0,0,2,mixed,0.0029595068797864,0,1,2.0,1
4,Squareroot,730,532900,2,mixed,0.0030291703520574,0,1,2.0,1
6,Ludecomposition,730,129672333,3,int,0.1360858506791793,0,0,3.0,1
7,Eigenvalue,730,53290000,2,mixed,0.004321343146467,1,1,2.0,1
7,Multiplication,0,0,3,int,0.0018911527072053,0,0,3.0,2
1,Transposition,0,0,2,int,0.0,0,1,2.0,2
1,Determinant,100,1000000,1,int,0.0019219498095065,0,0,3.0,2
2,Scaling,0,0,2,int,0.0,0,1,2.0,2
1,Ludecomposition,100,333333,3,int,0.0028083547476351,0,0,3.0,2
2,Eigenvalue,0,0,2,mixed,0.0019640292213411,1,1,2.0,2
7,Multiplication,110,1331000,3,int,0.0032522333654126,0,0,3.0,2
1,Determinant,0,0,1,int,0.003123227347867,0,0,3.0,2
2,Exponential,0,0,2,mixed,0.0,0,1,2.0,2
1,Logarithm,110,12100,2,mixed,0.0010447785171257,0,1,2.0,2
1,Squareroot,110,12100,2,mixed,0.0010168177568711,0,1,2.0,2
1,Ludecomposition,110,443666,3,int,0.0047149843259915,0,0,3.0,2
2,Eigenvalue,0,0,2,mixed,0.0020578234773108,1,1,2.0,2
6,Multiplication,120,1728000,3,int,0.0039865051280953,0,0,3.0,2
1,Addition,0,0,3,int,0.0,0,0,2.0,2
2,Transposition,0,0,2,int,0.0,0,1,2.0,2
1,Determinant,0,0,1,int,0.0029118267164046,0,0,3.0,2
1,Exponential,0,0,2,mixed,0.0009793422627639,0,1,2.0,2
4,Logarithm,120,14400,2,mixed,0.0010124684481496,0,1,2.0,2
1,Ludecomposition,120,576000,3,int,0.0040149610689084,0,0,3.0,2
5,Eigenvalue,0,0,2,mixed,0.0029349625398001,1,1,2.0,2
8,Multiplication,0,0,3,int,0.0041399605694398,0,0,3.0,2
1,Determinant,130,2197000,1,int,0.0052158183824238,0,0,3.0,2
1,Exponential,0,0,2,mixed,0.0009162904172672,0,1,2.0,2
4,Logarithm,0,0,2,mixed,0.0009643450085064,0,1,2.0,2
1,Squareroot,0,0,2,mixed,0.0,0,1,2.0,2
1,Ludecomposition,0,0,3,int,0.004554845002002,0,0,3.0,2
1,Eigenvalue,0,0,2,mixed,0.0020562753572618,1,1,2.0,2
8,Multiplication,0,0,3,int,0.0039957256016133,0,0,3.0,2
1,Determinant,0,0,1,int,0.0047713121605326,0,0,3.0,2
1,Scaling,0,0,2,int,0.0,0,1,2.0,2
2,Logarithm,0,0,2,mixed,0.000950578774339,0,1,2.0,2
1,Ludecomposition,140,914666,3,int,0.0078417151186997,0,0,3.0,2
4,Eigenvalue,0,0,2,mixed,0.0030990135575751,1,1,2.0,2
6,Multiplication,0,0,3,int,0.0071234355260361,0,0,3.0,2
1,Determinant,150,3375000,1,int,0.0074918858000349,0,0,3.0,2
1,Scaling,0,0,2,int,0.0010465841662113,0,1,2.0,2
5,Logarithm,0,0,2,mixed,0.0008599444033804,0,1,2.0,2
2,Squareroot,0,0,2,mixed,0.0010103365511506,0,1,2.0,2
1,Ludecomposition,150,1125000,3,int,0.0086809152015574,0,0,3.0,2
3,Eigenvalue,150,2250000,2,mixed,0.0040216317545998,1,1,2.0,2
6,Multiplication,160,4096000,3,int,0.0122096536832511,0,0,3.0,2
1,Determinant,160,4096000,1,int,0.0084535634233024,0,0,3.0,2
1,Scaling,160,25600,2,int,0.0010466816937802,0,1,2.0,2
3,Exponential,160,25600,2,mixed,0.0009974826585938,0,1,2.0,2
7,Logarithm,0,0,2,mixed,0.0010381488532047,0,1,2.0,2
2,Squareroot,0,0,2,mixed,0.0,0,1,2.0,2
1,Ludecomposition,0,0,3,int,0.0094350398975878,0,0,3.0,2
3,Eigenvalue,160,2560000,2,mixed,0.0029129485533087,1,1,2.0,2
8,Multiplication,0,0,3,int,0.0092549956058364,0,0,3.0,2
1,Addition,170,28900,3,int,0.0010196134420927,0,0,2.0,2
1,Determinant,0,0,1,int,0.009858023049238,0,0,3.0,2
3,Exponential,0,0,2,mixed,0.0010168375618139,0,1,2.0,2
8,Logarithm,0,0,2,mixed,0.0010333736323061,0,1,2.0,2
1,Ludecomposition,170,1637666,3,int,0.0132260330096867,0,0,3.0,2
1,Eigenvalue,170,2890000,2,mixed,0.0051408647521761,1,1,2.0,2
8,Multiplication,180,5832000,3,int,0.0105333985985044,0,0,3.0,2
1,Transposition,180,32400,2,int,0.0010333018799728,0,1,2.0,2
1,Determinant,0,0,1,int,0.0113964513177901,0,0,3.0,2
7,Logarithm,0,0,2,mixed,0.0,0,1,2.0,2
1,Ludecomposition,180,1944000,3,int,0.0158887440689359,0,0,3.0,2
2,Eigenvalue,180,3240000,2,mixed,0.004232999257232,1,1,2.0,2
8,Multiplication,190,6859000,3,int,0.0115525677178721,0,0,3.0,2
1,Determinant,190,6859000,1,int,0.0122808428511892,0,0,3.0,2
3,Exponential,0,0,2,mixed,0.0,0,1,2.0,2
3,Logarithm,190,36100,2,mixed,0.0010019111385668,0,1,2.0,2
2,Squareroot,190,36100,2,mixed,0.0010079520406765,0,1,2.0,2
4,Ludecomposition,190,2286333,3,int,0.0183004330856052,0,0,3.0,2
3,Eigenvalue,190,3610000,2,mixed,0.0062680466267187,1,1,2.0,2
8,Multiplication,200,8000000,3,int,0.0140841871235993,0,0,3.0,2
1,Determinant,0,0,1,int,0.0147698022154565,0,0,3.0,2
2,Exponential,0,0,2,mixed,0.0010419783420137,0,1,2.0,2
3,Logarithm,200,40000,2,mixed,0.0009947885139833,0,1,2.0,2
4,Squareroot,200,40000,2,mixed,0.0010177894670469,0,1,2.0,2
3,Ludecomposition,200,2666666,3,int,0.0159689113918123,0,0,3.0,2
2,Eigenvalue,200,4000000,2,mixed,0.0058472689967638,1,1,2.0,2
6,Multiplication,0,0,3,int,0.0310855503750544,0,0,3.0,2
1,Determinant,210,9261000,1,int,0.0167150436764341,0,0,3.0,2
7,Exponential,0,0,2,mixed,0.0009778846167723,0,1,2.0,2
6,Logarithm,0,0,2,mixed,0.0011026834609114,0,1,2.0,2
4,Ludecomposition,210,3087000,3,int,0.0201427974598982,0,0,3.0,2
4,Eigenvalue,210,4410000,2,mixed,0.0042732888320218,1,1,2.0,2
8,Multiplication,0,0,3,int,0.0169752181753855,0,0,3.0,2
1,Transposition,0,0,2,int,0.0009227540240575,0,1,2.0,2
4,Determinant,220,10648000,1,int,0.0165280524119431,0,0,3.0,2
2,Logarithm,0,0,2,mixed,0.0019488967864244,0,1,2.0,2
3,Ludecomposition,0,0,3,int,0.0200931915471228,0,0,3.0,2
4,Eigenvalue,0,0,2,mixed,0.004110897421074,1,1,2.0,2
8,Multiplication,230,12167000,3,int,0.0210122608970126,0,0,3.0,2
1,Transposition,0,0,2,int,0.0010436564572219,0,1,2.0,2
4,Determinant,230,12167000,1,int,0.0209049670514689,0,0,3.0,2
1,Scaling,0,0,2,int,0.000966124956464,0,1,2.0,2
5,Exponential,0,0,2,mixed,0.0008905376285895,0,1,2.0,2
3,Logarithm,0,0,2,mixed,0.0019043204827487,0,1,2.0,2
2,Squareroot,230,52900,2,mixed,0.0009569945464297,0,1,2.0,2
3,Ludecomposition,0,0,3,int,0.0238661269980725,0,0,3.0,2
4,Eigenvalue,230,5290000,2,mixed,0.0040218877061956,1,1,2.0,2
8,Multiplication,0,0,3,int,0.0238574430682102,0,0,3.0,2
1,Transposition,0,0,2,int,0.0010531963676949,0,1,2.0,2
4,Determinant,0,0,1,int,0.0199066817567726,0,0,3.0,2
1,Exponential,0,0,2,mixed,0.0028266466983071,0,1,2.0,2
7,Logarithm,0,0,2,mixed,0.002145155077784,0,1,2.0,2
4,Squareroot,0,0,2,mixed,0.0,0,1,2.0,2
3,Ludecomposition,0,0,3,int,0.0217289222944206,0,0,3.0,2
8,Eigenvalue,240,5760000,2,mixed,0.0037328419776665,1,1,2.0,2
8,Multiplication,250,15625000,3,int,0.0231924220188574,0,0,3.0,2
4,Determinant,250,15625000,1,int,0.0147984183993382,0,0,3.0,2
5,Exponential,0,0,2,mixed,0.0,0,1,2.0,2
3,Logarithm,0,0,2,mixed,0.0009738124117747,0,1,2.0,2
2,Squareroot,0,0,2,mixed,0.0009834967090668,0,1,2.0,2
3,Ludecomposition,0,0,3,int,0.0171786135307512,0,0,3.0,2
6,Eigenvalue,0,0,2,mixed,0.0038449903142235,1,1,2.0,2
8,Multiplication,0,0,3,int,0.0199386451633451,0,0,3.0,2
2,Addition,260,67600,3,int,0.001093931102301,0,0,2.0,2
1,Transposition,260,67600,2,int,0.0010344972848501,0,1,2.0,2
5,Determinant,0,0,1,int,0.0202061363445802,0,0,3.0,2
7,Exponential,0,0,2,mixed,0.0,0,1,2.0,2
6,Logarithm,0,0,2,mixed,0.0,0,1,2.0,2
3,Squareroot,0,0,2,mixed,0.0010389425044604,0,1,2.0,2
5,Ludecomposition,260,5858666,3,int,0.0171293346931303,0,0,3.0,2
5,Eigenvalue,0,0,2,mixed,0.0032011712484102,1,1,2.0,2
8,Multiplication,270,19683000,3,int,0.0192015040973146,0,0,3.0,2
4,Determinant,0,0,1,int,0.0169432103165618,0,0,3.0,2
2,Logarithm,270,72900,2,mixed,0.0009640384873518,0,1,2.0,2
3,Ludecomposition,0,0,3,int,0.0172347267831482,0,0,3.0,2
2,Eigenvalue,270,7290000,2,mixed,0.0052406129801237,1,1,2.0,2
8,Multiplication,0,0,3,int,0.0237107529007627,0,0,3.0,2
2,Addition,0,0,3,int,0.0009463245261487,0,0,2.0,2
5,Determinant,0,0,1,int,0.0176865031559482,0,0,3.0,2
8,Logarithm,0,0,2,mixed,0.0009823975588693,0,1,2.0,2
2,Ludecomposition,280,7317333,3,int,0.0222485207818318,0,0,3.0,2
3,Eigenvalue,0,0,2,mixed,0.0047096490325682,1,1,2.0,2
8,Multiplication,0,0,3,int,0.0259630875541886,0,0,3.0,2
5,Determinant,290,24389000,1,int,0.0170003473995032,0,0,3.0,2
6,Exponential,290,84100,2,mixed,0.0010086412107174,0,1,2.0,2
7,Logarithm,0,0,2,mixed,0.0010535980972214,0,1,2.0,2
3,Squareroot,290,84100,2,mixed,0.0009642235808791,0,1,2.0,2
6,Ludecomposition,0,0,3,int,0.0272724729043173,0,0,3.0,2
5,Eigenvalue,290,8410000,2,mixed,0.0053347017588387,1,1,2.0,2
8,Multiplication,300,27000000,3,int,0.0304343216099101,0,0,3.0,2
2,Addition,0,0,3,int,0.0,0,0,2.0,2
2,Transposition,300,90000,2,int,0.0009938199847565,0,1,2.0,2
4,Determinant,0,0,1,int,0.0184929882890694,0,0,3.0,2
4,Exponential,300,90000,2,mixed,0.0009935790952954,0,1,2.0,2
3,Logarithm,300,90000,2,mixed,0.0010019472512524,0,1,2.0,2
4,Squareroot,300,90000,2,mixed,0.0009412014772337,0,1,2.0,2
3,Ludecomposition,0,0,3,int,0.0237223280080893,0,0,3.0,2
6,Eigenvalue,0,0,2,mixed,0.0029595515224487,1,1,2.0,2
8,Multiplication,310,29791000,3,int,0.0305515660314518,0,0,3.0,2
2,Addition,0,0,3,int,0.0009562396546555,0,0,2.0,2
5,Determinant,0,0,1,int,0.0210859336158278,0,0,3.0,2
6,Exponential,0,0,2,mixed,0.0,0,1,2.0,2
5,Logarithm,0,0,2,mixed,0.001071712164952,0,1,2.0,2
3,Ludecomposition,310,9930333,3,int,0.025030543608319,0,0,3.0,2
3,Eigenvalue,310,9610000,2,mixed,0.0037280441544362,1,1,2.0,2
7,Multiplication,0,0,3,int,0.0393097102556604,0,0,3.0,2
2,Addition,320,102400,3,int,0.0009656473028271,0,0,2.0,2
2,Transposition,0,0,2,int,0.0010533681763847,0,1,2.0,2
5,Determinant,0,0,1,int,0.0196423042139722,0,0,3.0,2
2,Exponential,0,0,2,mixed,0.0017205643344956,0,1,2.0,2
5,Logarithm,320,102400,2,mixed,0.0008729803261206,0,1,2.0,2
4,Ludecomposition,0,0,3,int,0.02580025754409,0,0,3.0,2
8,Eigenvalue,320,10240000,2,mixed,0.0051148000587003,1,1,2.0,2
8,Multiplication,330,35937000,3,int,0.0360588250491615,0,0,3.0,2
5,Determinant,0,0,1,int,0.0201377993600076,0,0,3.0,2
5,Logarithm,330,108900,2,mixed,0.0009373747083456,0,1,2.0,2
3,Ludecomposition,330,11979000,3,int,0.0299233918915585,0,0,3.0,2
7,Eigenvalue,330,10890000,2,mixed,0.0052815185770147,1,1,2.0,2
8,Multiplication,0,0,3,int,0.0434028591749883,0,0,3.0,2
3,Addition,0,0,3,int,0.0010474460807173,0,0,2.0,2
5,Determinant,0,0,1,int,0.0267664769776975,0,0,3.0,2
3,Scaling,340,115600,2,int,0.000970350604876,0,1,2.0,2
8,Logarithm,340,115600,2,mixed,0.0009965884795864,0,1,2.0,2
5,Squareroot,340,115600,2,mixed,0.0010124536709425,0,1,2.0,2
4,Ludecomposition,340,13101333,3,int,0.0358486600899661,0,0,3.0,2
4,Eigenvalue,0,0,2,mixed,0.0039529607450174,1,1,2.0,2
8,Multiplication,350,42875000,3,int,0.04137315980512,0,0,3.0,2
1,Addition,0,0,3,int,0.0010034730577054,0,0,2.0,2
5,Determinant,0,0,1,int,0.0323710138826403,0,0,3.0,2
1,Scaling,350,122500,2,int,0.0009250804152871,0,1,2.0,2
2,Exponential,0,0,2,mixed,0.0009836980043008,0,1,2.0,2
5,Logarithm,0,0,2,mixed,0.0010160475265209,0,1,2.0,2
4,Ludecomposition,350,14291666,3,int,0.0286265200666751,0,0,3.0,2
8,Eigenvalue,0,0,2,mixed,0.0039365538503248,1,1,2.0,2
8,Multiplication,0,0,3,int,0.0507753013283965,0,0,3.0,2
1,Transposition,360,129600,2,int,0.0010263465494592,0,1,2.0,2
4,Determinant,0,0,1,int,0.0290212096754883,0,0,3.0,2
8,Exponential,360,129600,2,mixed,0.0010619637663937,0,1,2.0,2
5,Logarithm,360,129600,2,mixed,0.0009982063953094,0,1,2.0,2
5,Squareroot,360,129600,2,mixed,0.001083751770285,0,1,2.0,2
4,Ludecomposition,0,0,3,int,0.0283792111817575,0,0,3.0,2
7,Eigenvalue,0,0,2,mixed,0.0049772401602373,1,1,2.0,2
8,Multiplication,370,50653000,3,int,0.0479798667964973,0,0,3.0,2
1,Transposition,370,136900,2,int,0.000959343476155,0,1,2.0,2
4,Determinant,370,50653000,1,int,0.0284358152152009,0,0,3.0,2
1,Scaling,370,136900,2,int,0.0010439245924336,0,1,2.0,2
4,Exponential,0,0,2,mixed,0.0009790384162508,0,1,2.0,2
4,Logarithm,0,0,2,mixed,0.0019780270324493,0,1,2.0,2
7,Ludecomposition,0,0,3,int,0.036589837977751,0,0,3.0,2
5,Eigenvalue,0,0,2,mixed,0.0028657324953876,1,1,2.0,2
8,Multiplication,0,0,3,int,0.0610834078712421,0,0,3.0,2
1,Transposition,380,144400,2,int,0.0009353786269064,0,1,2.0,2
3,Determinant,380,54872000,1,int,0.0319139874496311,0,0,3.0,2
7,Exponential,380,144400,2,mixed,0.000958197161074,0,1,2.0,2
5,Logarithm,380,144400,2,mixed,0.0020498144273392,0,1,2.0,2
7,Ludecomposition,380,18290666,3,int,0.0424821749065359,0,0,3.0,2
8,Eigenvalue,0,0,2,mixed,0.0050066333660014,1,1,2.0,2
8,Multiplication,390,59319000,3,int,0.0617608231542628,0,0,3.0,2
1,Addition,0,0,3,int,0.0010102204071588,0,0,2.0,2
5,Determinant,0,0,1,int,0.0421702643304342,0,0,3.0,2
3,Scaling,0,0,2,int,0.001041428338892,0,1,2.0,2
3,Exponential,0,0,2,mixed,0.000964729867696,0,1,2.0,2
5,Logarithm,390,152100,2,mixed,0.0010517153460158,0,1,2.0,2
7,Squareroot,0,0,2,mixed,0.0010151579776362,0,1,2.0,2
6,Ludecomposition,0,0,3,int,0.0451980516919265,0,0,3.0,2
